Date ,Hour,Time block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh),Weighted MCP (Rs/MWh)
08-10-2021,2,01:00 - 01:15,22073.00,11355.90,10677.10,10677.10,14989.35,14989.35
08-10-2021,2,01:15 - 01:30,21635.30,11328.90,10580.90,10580.90,14000.87,14000.87
08-10-2021,2,01:30 - 01:45,20824.20,10937.80,10189.80,10189.80,14000.30,14000.30
08-10-2021,2,01:45 - 02:00,20768.70,10904.00,10141.00,10141.00,14000.25,14000.25
08-10-2021,3,02:00 - 02:15,21496.00,10819.00,10081.00,10081.00,14000.45,14000.45
08-10-2021,3,02:15 - 02:30,20890.80,10664.20,9926.20,9926.20,14000.46,14000.46
08-10-2021,3,02:30 - 02:45,21080.20,10673.30,9935.30,9935.30,12520.67,12520.67
08-10-2021,3,02:45 - 03:00,21051.10,10711.00,9973.00,9973.00,12520.59,12520.59
08-10-2021,4,03:00 - 03:15,21088.40,10913.30,10355.30,10355.30,12520.32,12520.32
08-10-2021,4,03:15 - 03:30,20508.90,10943.50,10385.50,10385.50,12520.26,12520.26
08-10-2021,4,03:30 - 03:45,19807.50,11012.30,10454.30,10454.30,12520.17,12520.17
08-10-2021,4,03:45 - 04:00,19597.80,11045.50,10487.50,10487.50,12520.07,12520.07
08-10-2021,5,04:00 - 04:15,19168.40,11502.30,10944.30,10944.30,12000.79,12000.79
08-10-2021,5,04:15 - 04:30,19648.60,11277.10,10719.10,10719.10,12000.96,12000.96
08-10-2021,5,04:30 - 04:45,19873.20,11286.20,10728.20,10728.20,12250.86,12250.86
08-10-2021,5,04:45 - 05:00,20189.10,11076.10,10518.10,10518.10,12520.16,12520.16
08-10-2021,6,05:00 - 05:15,18713.90,10766.90,10158.90,10158.90,12520.40,12520.40
08-10-2021,6,05:15 - 05:30,18693.10,10908.10,10300.10,10300.10,14000.61,14000.61
08-10-2021,6,05:30 - 05:45,18729.70,10960.60,10352.60,10352.60,14000.86,14000.86
08-10-2021,6,05:45 - 06:00,18870.40,11052.40,10682.70,10682.70,14999.85,14999.85
08-10-2021,7,06:00 - 06:15,19151.50,10746.70,10138.70,10138.70,14000.69,14000.69
08-10-2021,7,06:15 - 06:30,19172.70,10859.80,10251.80,10251.80,14000.46,14000.46
08-10-2021,7,06:30 - 06:45,20008.50,10806.10,10488.10,10488.10,16000.32,16000.32
08-10-2021,7,06:45 - 07:00,20373.30,10803.80,10485.80,10485.80,17777.85,17777.85
08-10-2021,8,07:00 - 07:15,20185.00,10563.80,10263.70,10263.70,17999.07,17999.07
08-10-2021,8,07:15 - 07:30,19862.40,10773.20,10270.90,10270.90,14999.46,14999.46
08-10-2021,8,07:30 - 07:45,19266.50,10805.50,10172.50,10172.50,13000.95,13000.95
08-10-2021,8,07:45 - 08:00,19137.10,10687.10,10054.10,10054.10,13000.95,13000.95
08-10-2021,9,08:00 - 08:15,19094.30,10579.20,10061.20,10061.20,12000.78,12000.78
08-10-2021,9,08:15 - 08:30,18860.60,10368.90,9850.89,9850.89,12000.82,12000.82
08-10-2021,9,08:30 - 08:45,18223.00,10160.90,9642.90,9642.90,12000.83,12000.83
08-10-2021,9,08:45 - 09:00,17593.50,10092.40,9574.40,9574.40,12000.76,12000.76
08-10-2021,10,09:00 - 09:15,17327.20,10111.60,9593.60,9593.60,12000.69,12000.69
08-10-2021,10,09:15 - 09:30,17397.80,10206.90,9688.90,9688.90,12000.75,12000.75
08-10-2021,10,09:30 - 09:45,17673.90,9990.60,9472.59,9472.59,12000.91,12000.91
08-10-2021,10,09:45 - 10:00,18472.30,9898.00,9380.00,9380.00,12250.58,12250.58
08-10-2021,11,10:00 - 10:15,18045.20,10066.90,9548.90,9548.90,12000.75,12000.75
08-10-2021,11,10:15 - 10:30,18016.40,10181.10,9663.10,9663.10,12000.74,12000.74
08-10-2021,11,10:30 - 10:45,18278.20,10222.90,9704.90,9704.90,12000.71,12000.71
08-10-2021,11,10:45 - 11:00,18166.50,10237.20,9719.20,9719.20,12000.70,12000.70
08-10-2021,12,11:00 - 11:15,18066.10,10225.60,9694.90,9694.90,12000.69,12000.69
08-10-2021,12,11:15 - 11:30,17973.70,10282.00,9761.30,9761.30,12000.67,12000.67
08-10-2021,12,11:30 - 11:45,17950.20,10638.30,10117.60,10117.60,12000.51,12000.51
08-10-2021,12,11:45 - 12:00,18116.40,10759.10,10238.40,10238.40,12000.59,12000.59
08-10-2021,13,12:00 - 12:15,17971.60,11012.70,10517.00,10517.00,11520.70,11520.70
08-10-2021,13,12:15 - 12:30,17928.00,11043.80,10548.10,10548.10,11520.57,11520.57
08-10-2021,13,12:30 - 12:45,17762.70,11087.90,10592.20,10592.20,10520.50,10520.50
08-10-2021,13,12:45 - 13:00,17913.20,10765.40,10269.70,10269.70,10520.89,10520.89
08-10-2021,14,13:00 - 13:15,17734.00,10768.30,10252.60,10252.60,10520.88,10520.88
08-10-2021,14,13:15 - 13:30,17950.40,10752.30,10226.60,10226.60,10520.98,10520.98
08-10-2021,14,13:30 - 13:45,17949.50,10887.30,10366.60,10366.60,12000.01,12000.01
08-10-2021,14,13:45 - 14:00,17648.80,10505.50,10009.80,10009.80,12000.09,12000.09
08-10-2021,15,14:00 - 14:15,18303.00,9730.10,9234.40,9234.40,14520.50,14520.50
08-10-2021,15,14:15 - 14:30,18513.30,9511.90,9016.20,9016.20,14520.72,14520.72
08-10-2021,15,14:30 - 14:45,18798.90,9856.10,9633.10,9633.10,16000.51,16000.51
08-10-2021,15,14:45 - 15:00,19065.90,9917.90,9694.90,9694.90,16000.66,16000.66
08-10-2021,16,15:00 - 15:15,17980.70,9827.30,9579.30,9579.30,17000.75,17000.75
08-10-2021,16,15:15 - 15:30,17479.50,9925.20,9677.20,9677.20,17000.58,17000.58
08-10-2021,16,15:30 - 15:45,17524.10,10061.30,9813.30,9813.30,17000.63,17000.63
08-10-2021,16,15:45 - 16:00,18272.70,10339.10,10091.10,10091.10,17000.83,17000.83
08-10-2021,17,16:00 - 16:15,18628.40,10214.00,9966.00,9966.00,17000.96,17000.96
08-10-2021,17,16:15 - 16:30,18926.00,10373.80,10300.70,10300.70,17999.78,17999.78
08-10-2021,17,16:30 - 16:45,17891.50,10519.90,10271.90,10271.90,17000.82,17000.82
08-10-2021,17,16:45 - 17:00,18021.70,10604.60,10356.60,10356.60,17000.91,17000.91
08-10-2021,18,17:00 - 17:15,17726.10,10982.70,10759.70,10759.70,17000.85,17000.85
08-10-2021,18,17:15 - 17:30,18524.90,11015.10,11015.10,11015.10,20000.00,20000.00
08-10-2021,18,17:30 - 17:45,19282.80,11240.70,11240.70,11240.70,20000.00,20000.00
08-10-2021,18,17:45 - 18:00,20431.50,11697.30,11697.30,11697.30,20000.00,20000.00
08-10-2021,19,18:00 - 18:15,21283.30,11146.60,11146.60,11146.60,20000.00,20000.00
08-10-2021,19,18:15 - 18:30,21768.80,11340.60,11340.60,11340.60,19995.72,19995.72
08-10-2021,19,18:30 - 18:45,22613.60,11508.30,11508.30,11508.30,20000.00,20000.00
08-10-2021,19,18:45 - 19:00,22693.60,11481.80,11481.80,11481.80,20000.00,20000.00
08-10-2021,20,19:00 - 19:15,23021.50,11708.90,11708.90,11708.90,19998.87,19998.87
08-10-2021,20,19:15 - 19:30,22846.80,11814.20,11814.20,11814.20,18000.86,18000.86
08-10-2021,20,19:30 - 19:45,22574.90,11812.50,11651.10,11651.10,17999.28,17999.28
08-10-2021,20,19:45 - 20:00,22073.60,12000.90,11777.90,11777.90,17000.76,17000.76
08-10-2021,21,20:00 - 20:15,21831.30,11743.00,11520.00,11520.00,17000.69,17000.69
08-10-2021,21,20:15 - 20:30,21589.50,11839.30,11616.30,11616.30,17000.48,17000.48
08-10-2021,21,20:30 - 20:45,21394.90,11811.10,11588.10,11588.10,17000.27,17000.27
08-10-2021,21,20:45 - 21:00,21245.40,11870.60,11647.60,11647.60,17000.12,17000.12
08-10-2021,22,21:00 - 21:15,20775.30,12320.10,11792.10,11792.10,14000.98,14000.98
08-10-2021,22,21:15 - 21:30,20837.70,12364.40,11836.40,11836.40,14000.99,14000.99
08-10-2021,22,21:30 - 21:45,21480.50,12226.00,12003.00,12003.00,15000.48,15000.48
08-10-2021,22,21:45 - 22:00,21854.80,12272.90,12049.90,12049.90,17000.00,17000.00
08-10-2021,23,22:00 - 22:15,21654.70,12301.10,12078.10,12078.10,17000.07,17000.07
08-10-2021,23,22:15 - 22:30,21722.10,12355.40,12132.40,12132.40,17000.09,17000.09
08-10-2021,23,22:30 - 22:45,21604.10,12291.20,12068.20,12068.20,17000.09,17000.09
08-10-2021,23,22:45 - 23:00,21869.80,12314.80,12091.80,12091.80,17000.16,17000.16
08-10-2021,24,23:00 - 23:15,21728.40,12144.00,11921.00,11921.00,17000.10,17000.10
08-10-2021,24,23:15 - 23:30,21622.30,12093.80,11870.80,11870.80,17000.17,17000.17
08-10-2021,24,23:30 - 23:45,21695.10,12255.90,11982.90,11982.90,17000.01,17000.01
08-10-2021,24,23:45 - 24:00,21187.50,12299.50,12026.50,12026.50,16000.69,16000.69
09-10-2021,1,00:00 - 00:15,23725.80,11483.60,11430.03,11430.03,18000.19,18000.19
09-10-2021,1,00:15 - 00:30,23240.30,11347.00,11293.43,11293.43,18000.17,18000.17
09-10-2021,1,00:30 - 00:45,22857.50,11370.60,11317.03,11317.03,18000.09,18000.09
09-10-2021,1,00:45 - 01:00,22299.50,11309.90,11256.33,11256.33,18000.03,18000.03
09-10-2021,2,01:00 - 01:15,22507.40,11275.90,10934.03,10934.03,16000.65,16000.65
09-10-2021,2,01:15 - 01:30,22029.40,11225.40,10883.52,10883.52,16000.55,16000.55
09-10-2021,2,01:30 - 01:45,21379.80,10934.20,10592.31,10592.31,16000.37,16000.37
09-10-2021,2,01:45 - 02:00,21057.50,10712.20,10370.32,10370.32,16000.42,16000.42
09-10-2021,3,02:00 - 02:15,21234.80,10610.60,10298.71,10298.71,16000.45,16000.45
09-10-2021,3,02:15 - 02:30,20724.90,10572.70,10260.82,10260.82,16000.32,16000.32
09-10-2021,3,02:30 - 02:45,20878.90,10257.20,9877.10,9877.10,14999.80,14999.80
09-10-2021,3,02:45 - 03:00,20666.00,10302.60,9814.80,9814.80,14999.40,14999.40
09-10-2021,4,03:00 - 03:15,20641.80,10311.10,9723.32,9723.32,14520.88,14520.88
09-10-2021,4,03:15 - 03:30,20483.30,10349.10,9731.32,9731.32,14520.84,14520.84
09-10-2021,4,03:30 - 03:45,20195.50,10379.20,9761.42,9761.42,14520.79,14520.79
09-10-2021,4,03:45 - 04:00,19931.30,10371.70,9753.92,9753.92,14520.73,14520.73
09-10-2021,5,04:00 - 04:15,19512.90,11305.20,10687.41,10687.41,14520.14,14520.14
09-10-2021,5,04:15 - 04:30,19597.20,11270.10,10652.31,10652.31,14520.15,14520.15
09-10-2021,5,04:30 - 04:45,19465.90,11373.90,10756.11,10756.11,14520.03,14520.03
09-10-2021,5,04:45 - 05:00,19825.60,11456.20,10838.41,10838.41,14520.10,14520.10
09-10-2021,6,05:00 - 05:15,19855.60,11529.30,10891.51,10891.51,14520.23,14520.23
09-10-2021,6,05:15 - 05:30,20389.60,12004.20,11658.17,11658.17,15502.30,15502.30
09-10-2021,6,05:30 - 05:45,20387.00,11862.20,11516.17,11516.17,15504.32,15504.32
09-10-2021,6,05:45 - 06:00,20721.90,11706.20,11371.67,11371.67,16000.31,16000.31
09-10-2021,7,06:00 - 06:15,21401.20,10951.00,10666.47,10666.47,16000.63,16000.63
09-10-2021,7,06:15 - 06:30,21659.40,11083.50,10798.98,10798.98,16000.78,16000.78
09-10-2021,7,06:30 - 06:45,22253.10,11087.50,11083.93,11083.93,18000.43,18000.43
09-10-2021,7,06:45 - 07:00,22315.40,11086.90,11083.33,11083.33,18000.53,18000.53
09-10-2021,8,07:00 - 07:15,22078.70,11095.80,11092.23,11092.23,18000.33,18000.33
09-10-2021,8,07:15 - 07:30,21472.70,11052.40,11044.10,11044.10,17999.98,17999.98
09-10-2021,8,07:30 - 07:45,20983.80,10588.80,10304.27,10304.27,16000.59,16000.59
09-10-2021,8,07:45 - 08:00,20690.50,10338.60,10048.16,10048.16,16000.06,16000.06
09-10-2021,9,08:00 - 08:15,19796.10,10857.50,10249.89,10249.89,14000.74,14000.74
09-10-2021,9,08:15 - 08:30,19519.00,10835.80,10228.19,10228.19,14000.38,14000.38
09-10-2021,9,08:30 - 08:45,19167.90,10692.50,10084.89,10084.89,14000.47,14000.47
09-10-2021,9,08:45 - 09:00,18712.30,10701.70,10094.09,10094.09,14000.31,14000.31
09-10-2021,10,09:00 - 09:15,18501.20,10675.90,10074.19,10074.19,14000.16,14000.16
09-10-2021,10,09:15 - 09:30,18557.60,11009.20,10399.80,10399.80,13000.93,13000.93
09-10-2021,10,09:30 - 09:45,18529.30,11044.20,10394.80,10394.80,13000.92,13000.92
09-10-2021,10,09:45 - 10:00,18539.00,10934.80,10235.40,10235.40,13000.91,13000.91
09-10-2021,11,10:00 - 10:15,18380.10,11765.10,11049.70,11049.70,13000.20,13000.20
09-10-2021,11,10:15 - 10:30,18415.40,11916.90,11201.50,11201.50,13000.17,13000.17
09-10-2021,11,10:30 - 10:45,18852.50,12141.40,11426.00,11426.00,13000.04,13000.04
09-10-2021,11,10:45 - 11:00,18786.00,12294.80,11577.62,11577.62,12000.40,12000.40
09-10-2021,12,11:00 - 11:15,18856.10,12337.30,11592.31,11592.31,12000.35,12000.35
09-10-2021,12,11:15 - 11:30,18775.80,12501.00,11626.10,11626.10,8756.88,8756.88
09-10-2021,12,11:30 - 11:45,18880.80,12608.00,11664.70,11664.70,8756.76,8756.76
09-10-2021,12,11:45 - 12:00,18954.60,12708.60,11698.90,11698.90,8756.67,8756.67
09-10-2021,13,12:00 - 12:15,17867.40,12364.20,10840.79,10840.79,6999.90,6999.90
09-10-2021,13,12:15 - 12:30,17519.40,12211.10,10687.69,10687.69,6999.87,6999.87
09-10-2021,13,12:30 - 12:45,17334.70,12149.00,10625.59,10625.59,6999.73,6999.73
09-10-2021,13,12:45 - 13:00,17207.00,11751.50,10228.09,10228.09,6999.97,6999.97
09-10-2021,14,13:00 - 13:15,17161.10,11849.30,10332.19,10332.19,6999.98,6999.98
09-10-2021,14,13:15 - 13:30,17769.50,11508.20,10744.61,10744.61,12000.31,12000.31
09-10-2021,14,13:30 - 13:45,18413.10,11312.80,10619.60,10619.60,13000.26,13000.26
09-10-2021,14,13:45 - 14:00,18565.10,11221.20,10528.00,10528.00,13000.47,13000.47
09-10-2021,15,14:00 - 14:15,18704.40,10728.30,10090.00,10090.00,13000.87,13000.87
09-10-2021,15,14:15 - 14:30,19456.10,10477.20,10162.47,10162.47,15000.80,15000.80
09-10-2021,15,14:30 - 14:45,19353.50,10684.60,10446.86,10446.86,17000.80,17000.80
09-10-2021,15,14:45 - 15:00,19788.60,10572.90,10412.10,10412.10,17999.29,17999.29
09-10-2021,16,15:00 - 15:15,20575.80,10827.60,10825.81,10825.81,19000.10,19000.10
09-10-2021,16,15:15 - 15:30,20242.70,11226.90,11055.10,11055.10,17999.25,17999.25
09-10-2021,16,15:30 - 15:45,20477.60,11466.50,11463.82,11463.82,18500.31,18500.31
09-10-2021,16,15:45 - 16:00,20612.70,11312.70,11310.02,11310.02,18500.99,18500.99
09-10-2021,17,16:00 - 16:15,21361.10,11160.50,11158.71,11158.71,19000.34,19000.34
09-10-2021,17,16:15 - 16:30,21519.30,11197.00,11195.21,11195.21,19000.39,19000.39
09-10-2021,17,16:30 - 16:45,21271.40,11220.80,11219.01,11219.01,19000.20,19000.20
09-10-2021,17,16:45 - 17:00,21119.00,11216.20,11214.41,11214.41,19000.23,19000.23
09-10-2021,18,17:00 - 17:15,20898.40,11459.30,11457.52,11457.52,19000.43,19000.43
09-10-2021,18,17:15 - 17:30,21453.90,11467.00,11467.00,11467.00,20000.00,20000.00
09-10-2021,18,17:30 - 17:45,22090.00,11694.30,11694.30,11694.30,20000.00,20000.00
09-10-2021,18,17:45 - 18:00,23134.10,11760.30,11760.30,11760.30,20000.00,20000.00
09-10-2021,19,18:00 - 18:15,21918.60,11543.40,11543.40,11543.40,20000.00,20000.00
09-10-2021,19,18:15 - 18:30,22480.90,11819.40,11819.40,11819.40,20000.00,20000.00
09-10-2021,19,18:30 - 18:45,22770.20,11994.50,11994.50,11994.50,20000.00,20000.00
09-10-2021,19,18:45 - 19:00,22870.10,12022.50,12022.50,12022.50,20000.00,20000.00
09-10-2021,20,19:00 - 19:15,23028.90,12115.70,12115.70,12115.70,20000.00,20000.00
09-10-2021,20,19:15 - 19:30,22890.60,12172.10,12172.10,12172.10,20000.00,20000.00
09-10-2021,20,19:30 - 19:45,22588.30,12239.10,12239.10,12239.10,20000.00,20000.00
09-10-2021,20,19:45 - 20:00,22541.20,12344.60,12311.03,12311.03,18000.56,18000.56
09-10-2021,21,20:00 - 20:15,22182.50,12415.60,12368.70,12368.70,17999.94,17999.94
09-10-2021,21,20:15 - 20:30,22440.30,12517.90,12484.33,12484.33,18000.27,18000.27
09-10-2021,21,20:30 - 20:45,22861.60,12390.60,12357.03,12357.03,18000.96,18000.96
09-10-2021,21,20:45 - 21:00,22541.30,12321.90,12288.33,12288.33,18000.66,18000.66
09-10-2021,22,21:00 - 21:15,22559.40,12194.90,12191.33,12191.33,18000.97,18000.97
09-10-2021,22,21:15 - 21:30,22502.20,12262.00,12260.21,12260.21,19000.05,19000.05
09-10-2021,22,21:30 - 21:45,22933.30,12111.40,12109.62,12109.62,19000.54,19000.54
09-10-2021,22,21:45 - 22:00,22990.10,12023.60,12021.82,12021.82,19000.55,19000.55
09-10-2021,23,22:00 - 22:15,23262.30,11493.60,11493.60,11493.60,20000.00,20000.00
09-10-2021,23,22:15 - 22:30,23329.60,11535.80,11535.80,11535.80,20000.00,20000.00
09-10-2021,23,22:30 - 22:45,22940.70,11540.80,11539.02,11539.02,19000.85,19000.85
09-10-2021,23,22:45 - 23:00,23019.70,11344.90,11343.12,11343.12,19000.77,19000.77
09-10-2021,24,23:00 - 23:15,23263.60,11176.00,11174.22,11174.22,19000.77,19000.77
09-10-2021,24,23:15 - 23:30,23557.30,11041.90,11040.12,11040.12,19000.83,19000.83
09-10-2021,24,23:30 - 23:45,23253.00,11144.20,11137.42,11137.42,19000.62,19000.62
09-10-2021,24,23:45 - 24:00,22842.70,11156.50,11149.72,11149.72,19000.57,19000.57
10-10-2021,1,00:00 - 00:15,21669.90,12115.50,12115.50,12115.50,20000.00,20000.00
10-10-2021,1,00:15 - 00:30,20893.30,11980.40,11980.40,11980.40,20000.00,20000.00
10-10-2021,1,00:30 - 00:45,20439.80,11968.40,11968.40,11968.40,20000.00,20000.00
10-10-2021,1,00:45 - 01:00,19808.20,11900.50,11900.50,11900.50,20000.00,20000.00
10-10-2021,2,01:00 - 01:15,20076.90,12075.20,12056.30,12056.30,19989.37,19989.37
10-10-2021,2,01:15 - 01:30,19315.10,12066.60,11975.80,11975.80,15989.88,15989.88
10-10-2021,2,01:30 - 01:45,19086.50,12056.50,12021.96,12021.96,18000.39,18000.39
10-10-2021,2,01:45 - 02:00,18528.50,11938.30,11818.94,11818.94,15000.69,15000.69
10-10-2021,3,02:00 - 02:15,18471.80,11599.70,11565.15,11565.15,18000.05,18000.05
10-10-2021,3,02:15 - 02:30,18382.70,11276.90,11242.35,11242.35,18000.17,18000.17
10-10-2021,3,02:30 - 02:45,18349.10,11219.70,11185.16,11185.16,18000.34,18000.34
10-10-2021,3,02:45 - 03:00,18431.30,11287.80,11253.26,11253.26,18000.39,18000.39
10-10-2021,4,03:00 - 03:15,18676.10,11194.80,11128.21,11128.21,16220.40,16220.40
10-10-2021,4,03:15 - 03:30,18622.60,11198.70,11132.11,11132.11,16220.37,16220.37
10-10-2021,4,03:30 - 03:45,18534.00,11234.70,11168.11,11168.11,16220.37,16220.37
10-10-2021,4,03:45 - 04:00,18292.60,11264.20,11197.61,11197.61,16220.28,16220.28
10-10-2021,5,04:00 - 04:15,17944.10,12164.50,11744.59,11744.59,13000.24,13000.24
10-10-2021,5,04:15 - 04:30,17823.50,12050.20,11583.61,11583.61,16220.02,16220.02
10-10-2021,5,04:30 - 04:45,17903.70,11923.90,11207.31,11207.31,16220.19,16220.19
10-10-2021,5,04:45 - 05:00,18244.20,11891.50,11074.91,11074.91,16220.31,16220.31
10-10-2021,6,05:00 - 05:15,17523.90,11443.40,10459.39,10459.39,14999.94,14999.94
10-10-2021,6,05:15 - 05:30,17709.50,11452.20,10472.84,10472.84,15000.87,15000.87
10-10-2021,6,05:30 - 05:45,17382.70,11618.30,10548.39,10548.39,13000.81,13000.81
10-10-2021,6,05:45 - 06:00,17528.00,11596.30,10635.90,10635.90,15989.33,15989.33
10-10-2021,7,06:00 - 06:15,16669.10,11534.50,10664.59,10664.59,13000.64,13000.64
10-10-2021,7,06:15 - 06:30,17026.80,11130.10,10548.40,10548.40,14999.97,14999.97
10-10-2021,7,06:30 - 06:45,17239.00,10719.50,10267.50,10267.50,17999.43,17999.43
10-10-2021,7,06:45 - 07:00,17049.00,10701.40,10176.86,10176.86,18000.47,18000.47
10-10-2021,8,07:00 - 07:15,16492.10,10759.90,10090.90,10090.90,14999.68,14999.68
10-10-2021,8,07:15 - 07:30,16259.50,10688.00,9925.71,9925.71,16000.04,16000.04
10-10-2021,8,07:30 - 07:45,15752.80,10659.20,9628.19,9628.19,13000.90,13000.90
10-10-2021,8,07:45 - 08:00,15547.20,10332.70,9296.00,9296.00,14999.58,14999.58
10-10-2021,9,08:00 - 08:15,14561.30,10405.30,9080.19,9080.19,13000.90,13000.90
10-10-2021,9,08:15 - 08:30,14328.50,10466.90,8821.79,8821.79,13000.87,13000.87
10-10-2021,9,08:30 - 08:45,13882.80,10929.60,9164.49,9164.49,13000.02,13000.02
10-10-2021,9,08:45 - 09:00,13672.50,11495.00,9336.80,9336.80,9787.91,9787.91
10-10-2021,10,09:00 - 09:15,13426.50,12136.30,9231.80,9231.80,6999.01,6999.01
10-10-2021,10,09:15 - 09:30,13568.00,12482.70,9392.70,9392.70,6100.54,6100.54
10-10-2021,10,09:30 - 09:45,13922.40,12919.00,9774.60,9774.60,5999.88,5999.88
10-10-2021,10,09:45 - 10:00,14340.50,13185.90,10162.80,10162.80,6999.17,6999.17
10-10-2021,11,10:00 - 10:15,14517.40,13671.80,10650.60,10650.60,6999.03,6999.03
10-10-2021,11,10:15 - 10:30,14771.50,13777.20,10807.50,10807.50,6999.09,6999.09
10-10-2021,11,10:30 - 10:45,14819.60,13858.60,10888.90,10888.90,6999.04,6999.04
10-10-2021,11,10:45 - 11:00,15030.00,14088.40,11112.80,11112.80,6999.03,6999.03
10-10-2021,12,11:00 - 11:15,15256.00,14086.80,11113.80,11113.80,6999.23,6999.23
10-10-2021,12,11:15 - 11:30,15140.00,14098.10,11125.10,11125.10,6999.10,6999.10
10-10-2021,12,11:30 - 11:45,15128.60,14243.90,11276.80,11276.80,6999.06,6999.06
10-10-2021,12,11:45 - 12:00,15231.10,14155.20,11073.60,11073.60,6999.24,6999.24
10-10-2021,13,12:00 - 12:15,14378.50,13998.20,10790.50,10790.50,6999.02,6999.02
10-10-2021,13,12:15 - 12:30,14117.00,14011.10,10719.40,10719.40,6100.18,6100.18
10-10-2021,13,12:30 - 12:45,13890.50,13800.40,10455.20,10455.20,5999.83,5999.83
10-10-2021,13,12:45 - 13:00,13672.00,13510.00,10239.30,10239.30,5999.70,5999.70
10-10-2021,14,13:00 - 13:15,13896.30,13339.80,10328.80,10328.80,6999.07,6999.07
10-10-2021,14,13:15 - 13:30,14111.20,13307.10,10422.10,10422.10,6999.16,6999.16
10-10-2021,14,13:30 - 13:45,14576.90,13124.20,10319.30,10319.30,6999.56,6999.56
10-10-2021,14,13:45 - 14:00,14713.30,12959.70,10220.00,10220.00,6999.67,6999.67
10-10-2021,15,14:00 - 14:15,14799.80,12321.30,9748.40,9748.40,8000.86,8000.86
10-10-2021,15,14:15 - 14:30,15496.10,11808.10,10287.39,10287.39,13000.14,13000.14
10-10-2021,15,14:30 - 14:45,15777.70,11582.50,10439.37,10439.37,14000.68,14000.68
10-10-2021,15,14:45 - 15:00,15479.50,11698.00,10823.72,10823.72,12000.37,12000.37
10-10-2021,16,15:00 - 15:15,16397.90,11640.60,11045.78,11045.78,17000.52,17000.52
10-10-2021,16,15:15 - 15:30,16478.10,11674.80,11229.90,11229.90,14999.99,14999.99
10-10-2021,16,15:30 - 15:45,16733.60,11464.00,11161.04,11161.04,18697.95,18697.95
10-10-2021,16,15:45 - 16:00,16695.30,11206.80,10945.39,10945.39,17999.44,17999.44
10-10-2021,17,16:00 - 16:15,16031.60,11292.80,11132.98,11132.98,17000.60,17000.60
10-10-2021,17,16:15 - 16:30,16049.80,11233.30,11028.48,11028.48,17000.96,17000.96
10-10-2021,17,16:30 - 16:45,15255.80,11383.00,11088.89,11088.89,13000.04,13000.04
10-10-2021,17,16:45 - 17:00,15268.20,11460.90,11159.82,11159.82,12000.92,12000.92
10-10-2021,18,17:00 - 17:15,15430.30,11828.70,11448.27,11448.27,10000.43,10000.43
10-10-2021,18,17:15 - 17:30,15618.90,12030.40,11544.07,11544.07,9787.82,9787.82
10-10-2021,18,17:30 - 17:45,16214.70,12479.40,11875.57,11875.57,9787.83,9787.83
10-10-2021,18,17:45 - 18:00,16748.00,12752.80,12385.28,12385.28,10989.27,10989.27
10-10-2021,19,18:00 - 18:15,16139.60,12193.20,11339.95,11339.95,8000.65,8000.65
10-10-2021,19,18:15 - 18:30,16789.20,12395.00,12057.57,12057.57,9787.88,9787.88
10-10-2021,19,18:30 - 18:45,16798.20,12449.80,12183.01,12183.01,10000.25,10000.25
10-10-2021,19,18:45 - 19:00,17114.50,12457.70,12238.65,12238.65,12000.78,12000.78
10-10-2021,20,19:00 - 19:15,18143.70,12518.40,12364.87,12364.87,17000.18,17000.18
10-10-2021,20,19:15 - 19:30,18341.60,12488.80,12429.37,12429.37,17000.48,17000.48
10-10-2021,20,19:30 - 19:45,18310.30,12495.30,12435.87,12435.87,17000.28,17000.28
10-10-2021,20,19:45 - 20:00,18245.30,12540.80,12435.59,12435.59,13058.44,13058.44
10-10-2021,21,20:00 - 20:15,18155.30,12347.10,12214.04,12214.04,12000.56,12000.56
10-10-2021,21,20:15 - 20:30,17951.00,12413.00,12181.59,12181.59,10930.90,10930.90
10-10-2021,21,20:30 - 20:45,17954.70,12318.80,12170.75,12170.75,12000.94,12000.94
10-10-2021,21,20:45 - 21:00,17791.10,12269.70,12121.64,12121.64,12000.80,12000.80
10-10-2021,22,21:00 - 21:15,17535.90,12433.30,12141.57,12141.57,9787.90,9787.90
10-10-2021,22,21:15 - 21:30,17467.50,12427.50,12098.87,12098.87,9787.83,9787.83
10-10-2021,22,21:30 - 21:45,17690.00,12310.40,12158.49,12158.49,11881.48,11881.48
10-10-2021,22,21:45 - 22:00,17839.40,12310.00,12187.37,12187.37,13959.43,13959.43
10-10-2021,23,22:00 - 22:15,18642.90,12263.20,12250.18,12250.18,18499.22,18499.22
10-10-2021,23,22:15 - 22:30,18640.40,12200.00,12171.80,12171.80,17999.73,17999.73
10-10-2021,23,22:30 - 22:45,18570.10,12228.60,12157.88,12157.88,17000.76,17000.76
10-10-2021,23,22:45 - 23:00,18621.80,12214.70,12145.75,12145.75,17778.67,17778.67
10-10-2021,24,23:00 - 23:15,19054.30,12153.10,12153.10,12153.10,20000.00,20000.00
10-10-2021,24,23:15 - 23:30,19282.00,11956.10,11956.10,11956.10,20000.00,20000.00
10-10-2021,24,23:30 - 23:45,19252.60,11979.40,11979.40,11979.40,20000.00,20000.00
10-10-2021,24,23:45 - 24:00,19096.10,11885.00,11885.00,11885.00,20000.00,20000.00
